nPumps,size,earnings,popped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,imageFile,maxPumps,participant,gender (m/f),age,session,date,expName,psychopyVersion,frameRate
32,0.58,1.6,FALSE,1,0,20,5,1,19,blueBalloon.png,32,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
57,0.94,0,TRUE,1,0,20,9,1,19,blueBalloon.png,56,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
15,0.31,0,TRUE,1,0,20,2,1,19,blueBalloon.png,14,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
3,0.13,0,TRUE,1,0,20,0,1,19,blueBalloon.png,2,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
57,0.955,2.85,FALSE,1,0,20,15,1,19,blueBalloon.png,92,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
57,0.955,2.85,FALSE,1,0,20,10,1,19,blueBalloon.png,62,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
45,0.76,0,TRUE,1,0,20,7,1,19,blueBalloon.png,44,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
45,0.775,2.25,FALSE,1,0,20,13,1,19,blueBalloon.png,80,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
4,0.16,0.2,FALSE,1,0,20,11,1,19,blueBalloon.png,68,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
0,0.1,0,FALSE,1,0,20,17,1,19,blueBalloon.png,104,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
0,0.1,0,FALSE,1,0,20,1,1,19,blueBalloon.png,8,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
0,0.1,0,FALSE,1,0,20,6,1,19,blueBalloon.png,38,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
0,0.1,0,FALSE,1,0,20,4,1,19,blueBalloon.png,26,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
1,0.115,0.05,FALSE,1,0,20,19,1,19,blueBalloon.png,116,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
1,0.115,0.05,FALSE,1,0,20,18,1,19,blueBalloon.png,110,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
1,0.115,0.05,FALSE,1,0,20,16,1,19,blueBalloon.png,98,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
1,0.115,0.05,FALSE,1,0,20,8,1,19,blueBalloon.png,50,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
2,0.13,0.1,FALSE,1,0,20,12,1,19,blueBalloon.png,74,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
0,0.1,0,FALSE,1,0,20,3,1,19,blueBalloon.png,20,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
0,0.1,0,FALSE,1,0,20,14,1,19,blueBalloon.png,86,1,m,32,004,2019-05-16_11h51.42.264,bart,3.0.3,60
