nPumps,size,earnings,popped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,imageFile,maxPumps,participant,gender (m/f),age,session,date,expName,psychopyVersion,frameRate
0,0.1,0,FALSE,1,0,20,5,1,19,blueBalloon.png,32,,,,004,2020-09-29_15h23.56.639,bart,3.1.3,60
0,0.1,0,FALSE,1,0,20,9,1,19,blueBalloon.png,56,,,,004,2020-09-29_15h23.56.639,bart,3.1.3,60
0,0.1,0,FALSE,1,0,20,2,1,19,blueBalloon.png,14,,,,004,2020-09-29_15h23.56.639,bart,3.1.3,60
3,0.13,0,TRUE,1,0,20,0,1,19,blueBalloon.png,2,,,,004,2020-09-29_15h23.56.639,bart,3.1.3,60
4,0.16,0.2,FALSE,1,0,20,15,1,19,blueBalloon.png,92,,,,004,2020-09-29_15h23.56.639,bart,3.1.3,60
8,0.22,0.4,FALSE,1,0,20,10,1,19,blueBalloon.png,62,,,,004,2020-09-29_15h23.56.639,bart,3.1.3,60
8,0.22,0.4,FALSE,1,0,20,7,1,19,blueBalloon.png,44,,,,004,2020-09-29_15h23.56.639,bart,3.1.3,60
9,0.235,0.45,FALSE,1,0,20,13,1,19,blueBalloon.png,80,,,,004,2020-09-29_15h23.56.639,bart,3.1.3,60
18,0.37,0.9,FALSE,1,0,20,11,1,19,blueBalloon.png,68,,,,004,2020-09-29_15h23.56.639,bart,3.1.3,60
37,0.655,1.85,FALSE,1,0,20,17,1,19,blueBalloon.png,104,,,,004,2020-09-29_15h23.56.639,bart,3.1.3,60
9,0.22,0,TRUE,1,0,20,1,1,19,blueBalloon.png,8,,,,004,2020-09-29_15h23.56.639,bart,3.1.3,60
