nPumps,size,earnings,popped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,imageFile,maxPumps,participant,gender (m/f),age,session,date,expName,psychopyVersion,frameRate
11,0.265,0.55,FALSE,1,0,20,5,1,19,blueBalloon.png,32,1,m,22,004,2020-09-15_11h04.02.918,bart,3.1.3,60
32,0.58,1.6,FALSE,1,0,20,9,1,19,blueBalloon.png,56,1,m,22,004,2020-09-15_11h04.02.918,bart,3.1.3,60
15,0.31,0,TRUE,1,0,20,2,1,19,blueBalloon.png,14,1,m,22,004,2020-09-15_11h04.02.918,bart,3.1.3,60
3,0.13,0,TRUE,1,0,20,0,1,19,blueBalloon.png,2,1,m,22,004,2020-09-15_11h04.02.918,bart,3.1.3,60
14,0.31,0.7,FALSE,1,0,20,15,1,19,blueBalloon.png,92,1,m,22,004,2020-09-15_11h04.02.918,bart,3.1.3,60
20,0.4,1,FALSE,1,0,20,10,1,19,blueBalloon.png,62,1,m,22,004,2020-09-15_11h04.02.918,bart,3.1.3,60
19,0.385,0.95,FALSE,1,0,20,7,1,19,blueBalloon.png,44,1,m,22,004,2020-09-15_11h04.02.918,bart,3.1.3,60
48,0.82,2.4,FALSE,1,0,20,13,1,19,blueBalloon.png,80,1,m,22,004,2020-09-15_11h04.02.918,bart,3.1.3,60
41,0.715,2.05,FALSE,1,0,20,11,1,19,blueBalloon.png,68,1,m,22,004,2020-09-15_11h04.02.918,bart,3.1.3,60
52,0.88,2.6,FALSE,1,0,20,17,1,19,blueBalloon.png,104,1,m,22,004,2020-09-15_11h04.02.918,bart,3.1.3,60
9,0.22,0,TRUE,1,0,20,1,1,19,blueBalloon.png,8,1,m,22,004,2020-09-15_11h04.02.918,bart,3.1.3,60
39,0.67,0,TRUE,1,0,20,6,1,19,blueBalloon.png,38,1,m,22,004,2020-09-15_11h04.02.918,bart,3.1.3,60
27,0.49,0,TRUE,1,0,20,4,1,19,blueBalloon.png,26,1,m,22,004,2020-09-15_11h04.02.918,bart,3.1.3,60
