nPumps,size,earnings,popped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,imageFile,maxPumps,participant,gender (m/f),age,session,date,expName,psychopyVersion,frameRate
8,0.22,0.4,FALSE,1,0,20,5,1,19,blueBalloon.png,32,01,f,35,004,2020-07-10_11h07.13.800,bart,3.1.3,60
14,0.31,0.7,FALSE,1,0,20,9,1,19,blueBalloon.png,56,01,f,35,004,2020-07-10_11h07.13.800,bart,3.1.3,60
5,0.175,0.25,FALSE,1,0,20,2,1,19,blueBalloon.png,14,01,f,35,004,2020-07-10_11h07.13.800,bart,3.1.3,60
3,0.13,0,TRUE,1,0,20,0,1,19,blueBalloon.png,2,01,f,35,004,2020-07-10_11h07.13.800,bart,3.1.3,60
11,0.265,0.55,FALSE,1,0,20,15,1,19,blueBalloon.png,92,01,f,35,004,2020-07-10_11h07.13.800,bart,3.1.3,60
3,0.145,0.15,FALSE,1,0,20,10,1,19,blueBalloon.png,62,01,f,35,004,2020-07-10_11h07.13.800,bart,3.1.3,60
20,0.4,1,FALSE,1,0,20,7,1,19,blueBalloon.png,44,01,f,35,004,2020-07-10_11h07.13.800,bart,3.1.3,60
4,0.16,0.2,FALSE,1,0,20,13,1,19,blueBalloon.png,80,01,f,35,004,2020-07-10_11h07.13.800,bart,3.1.3,60
11,0.265,0.55,FALSE,1,0,20,11,1,19,blueBalloon.png,68,01,f,35,004,2020-07-10_11h07.13.800,bart,3.1.3,60
28,0.52,1.4,FALSE,1,0,20,17,1,19,blueBalloon.png,104,01,f,35,004,2020-07-10_11h07.13.800,bart,3.1.3,60
4,0.16,0.2,FALSE,1,0,20,1,1,19,blueBalloon.png,8,01,f,35,004,2020-07-10_11h07.13.800,bart,3.1.3,60
15,0.325,0.75,FALSE,1,0,20,6,1,19,blueBalloon.png,38,01,f,35,004,2020-07-10_11h07.13.800,bart,3.1.3,60
15,0.325,0.75,FALSE,1,0,20,4,1,19,blueBalloon.png,26,01,f,35,004,2020-07-10_11h07.13.800,bart,3.1.3,60
11,0.265,0.55,FALSE,1,0,20,19,1,19,blueBalloon.png,116,01,f,35,004,2020-07-10_11h07.13.800,bart,3.1.3,60
