nPumps,size,earnings,popped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,imageFile,maxPumps,participant,gender (m/f),age,session,date,expName,psychopyVersion,frameRate
27,0.505,1.35,FALSE,1,0,20,5,1,19,blueBalloon.png,32,,,,004,2020-07-06_17h32.36.739,bart,3.1.3,60
36,0.64,1.8,FALSE,1,0,20,9,1,19,blueBalloon.png,56,,,,004,2020-07-06_17h32.36.739,bart,3.1.3,60
15,0.31,0,TRUE,1,0,20,2,1,19,blueBalloon.png,14,,,,004,2020-07-06_17h32.36.739,bart,3.1.3,60
3,0.13,0,TRUE,1,0,20,0,1,19,blueBalloon.png,2,,,,004,2020-07-06_17h32.36.739,bart,3.1.3,60
35,0.625,1.75,FALSE,1,0,20,15,1,19,blueBalloon.png,92,,,,004,2020-07-06_17h32.36.739,bart,3.1.3,60
44,0.76,2.2,FALSE,1,0,20,10,1,19,blueBalloon.png,62,,,,004,2020-07-06_17h32.36.739,bart,3.1.3,60
45,0.76,0,TRUE,1,0,20,7,1,19,blueBalloon.png,44,,,,004,2020-07-06_17h32.36.739,bart,3.1.3,60
34,0.61,1.7,FALSE,1,0,20,13,1,19,blueBalloon.png,80,,,,004,2020-07-06_17h32.36.739,bart,3.1.3,60
33,0.595,1.65,FALSE,1,0,20,11,1,19,blueBalloon.png,68,,,,004,2020-07-06_17h32.36.739,bart,3.1.3,60
37,0.655,1.85,FALSE,1,0,20,17,1,19,blueBalloon.png,104,,,,004,2020-07-06_17h32.36.739,bart,3.1.3,60
9,0.22,0,TRUE,1,0,20,1,1,19,blueBalloon.png,8,,,,004,2020-07-06_17h32.36.739,bart,3.1.3,60
38,0.67,1.9,FALSE,1,0,20,6,1,19,blueBalloon.png,38,,,,004,2020-07-06_17h32.36.739,bart,3.1.3,60
